student_id,course_id,course_seq_no,status,is_major_ind,semester_seq_no
104488,1380,33,pending,1,7
104488,1381,34,pending,1,7
104488,1383,35,pending,1,8
104488,1386,36,pending,1,8
104488,1172,37,pending,0,8
104488,645,38,pending,0,8
104488,647,39,pending,0,8
105453,808,28,pending,0,6
105453,1140,29,pending,1,6
105453,1148,30,pending,1,7
105453,1154,31,pending,1,7
105453,131,32,pending,0,7
104484,1061,15,completed,0,4
104488,1481,5,completed,0,2
104488,1318,6,completed,1,2
104488,264,7,completed,0,2
104488,1319,8,completed,1,2
104488,1331,9,completed,1,2
104484,1406,16,completed,1,4
104484,660,17,completed,0,4
104484,1407,18,completed,1,4
104484,1606,19,completed,0,4
104488,1345,15,completed,1,4
104488,1620,16,completed,0,4
104488,1349,17,completed,1,4
104488,321,18,completed,0,4
104488,1230,19,completed,0,4
104484,1400,20,completed,1,5
104484,17,21,completed,0,5
104484,1408,22,completed,1,5
105453,1411,18,completed,0,4
105453,1215,19,completed,1,4
104484,883,25,completed,0,6
104484,1005,26,completed,0,6
104484,1410,27,completed,1,6
104484,1411,28,completed,1,6
104484,1412,29,completed,1,6
104488,1367,25,completed,1,6
105453,1156,33,pending,1,7
105453,1159,34,pending,1,7
105453,354,35,pending,0,8
105453,1167,36,pending,1,8
105453,839,37,pending,0,8
105453,978,38,pending,0,8
105453,854,39,pending,0,8
104491,1310,30,pending,1,7
104491,1311,31,pending,1,7
104491,1312,32,pending,1,7
104491,1644,33,pending,0,7
104491,537,34,pending,0,7
104491,1547,35,pending,0,8
104491,834,36,pending,0,8
104491,974,37,pending,0,8
104491,1167,38,pending,0,8
104491,982,39,pending,0,8
104491,1282,5,completed,1,2
104491,1290,6,completed,1,2
104491,1283,7,completed,1,2
104491,1486,8,completed,0,2
104491,1279,9,completed,1,2
104491,1285,15,completed,1,4
104491,1293,16,completed,1,4
104491,401,17,completed,0,4
104491,402,18,completed,0,4
104491,1504,25,completed,0,6
104491,1302,26,completed,1,6
104491,1304,27,completed,1,6
104491,1307,28,completed,1,6
104491,1309,29,completed,1,6
104495,1420,30,pending,1,7
104495,504,31,pending,0,7
104495,1422,32,pending,1,7
104495,1129,33,pending,0,7
104495,509,34,pending,0,7
104495,431,35,pending,0,8
104495,441,36,pending,0,8
104495,821,37,pending,0,8
104495,128,38,pending,0,8
104495,1375,39,pending,0,8
104495,1395,5,completed,1,2
104495,1391,6,completed,1,2
104495,714,7,completed,0,2
104495,1392,8,completed,1,2
104495,1404,9,completed,1,2
104495,1399,15,completed,1,4
104495,270,16,completed,0,4
104495,1407,17,completed,1,4
104495,1400,18,completed,1,4
104495,1408,19,completed,1,4
104498,1339,15,completed,1,4
104498,1343,16,completed,1,4
104498,1344,17,completed,1,4
104498,1371,30,pending,1,7
104498,1373,31,pending,1,7
104498,1374,32,pending,1,7
104498,532,33,pending,0,7
104498,1377,34,pending,1,7
104498,1656,35,pending,0,8
104498,1658,36,pending,0,8
104498,834,37,pending,0,8
104498,1662,38,pending,0,8
104498,154,39,pending,0,8
104498,1358,25,completed,1,6
104498,1365,26,completed,1,6
104498,1367,27,completed,1,6
104498,1368,28,completed,1,6
104498,1534,29,completed,0,6
100963,453,32,completed,0,7
100963,1379,33,completed,1,7
100963,133,34,completed,0,7
100964,1305,30,completed,1,7
100964,1306,31,completed,1,7
100964,1310,32,completed,1,7
100964,1514,33,completed,0,7
100995,1622,30,completed,0,7
100995,1310,31,completed,1,7
100995,1311,32,completed,1,7
100995,1312,33,completed,1,7
100995,1625,34,completed,0,7
104507,596,30,pending,0,7
104507,826,31,pending,0,7
104507,456,32,pending,0,7
104507,1162,33,pending,0,7
104507,1660,34,pending,0,7
104507,836,35,pending,0,8
104507,372,36,pending,0,8
104507,850,37,pending,0,8
104507,644,38,pending,0,8
104507,380,39,pending,0,8
104507,1406,15,completed,1,4
104507,1119,25,completed,0,6
104507,906,5,completed,0,2
104507,1403,6,completed,1,2
104507,1396,7,completed,1,2
104507,1392,8,completed,1,2
104507,1404,9,completed,1,2
104507,1393,10,completed,1,3
104507,1400,16,completed,1,4
104507,1401,17,completed,1,4
104507,1409,18,completed,1,4
104507,1410,19,completed,1,4
104507,1270,26,completed,0,6
104507,418,27,completed,0,6
104507,1418,28,completed,1,6
104507,1421,29,completed,1,6
104515,1245,5,completed,0,2
104515,1289,6,completed,1,2
104515,707,7,completed,0,2
104515,1226,30,pending,0,7
104515,1309,31,pending,1,7
104515,1310,32,pending,1,7
104515,1312,33,pending,1,7
104515,1313,34,pending,1,7
104515,1371,35,pending,0,8
104515,607,36,pending,0,8
104515,1659,37,pending,0,8
104515,140,38,pending,0,8
104515,858,39,pending,0,8
104517,1373,30,pending,1,7
104517,1536,31,pending,0,7
104517,1379,32,pending,1,7
104517,1380,33,pending,1,7
104517,1546,34,pending,0,7
104517,1386,35,pending,1,8
104517,1661,36,pending,0,8
104517,1561,37,pending,0,8
104517,856,38,pending,0,8
104517,1576,39,pending,0,8
104515,1197,15,completed,0,4
104515,191,25,completed,0,6
104515,1302,26,completed,1,6
104517,255,5,completed,0,2
104517,1323,6,completed,1,2
104517,908,7,completed,0,2
104517,225,8,completed,0,2
104517,1324,9,completed,1,2
104515,477,16,completed,0,4
104515,1292,17,completed,1,4
104515,1285,18,completed,1,4
104515,1474,19,completed,0,4
104517,1118,15,completed,0,4
104517,1341,16,completed,1,4
104517,1347,17,completed,1,4
104517,1129,18,completed,0,4
104517,1353,19,completed,1,4
104515,1305,27,completed,1,6
104515,1306,28,completed,1,6
104515,1307,29,completed,1,6
104517,1142,25,completed,0,6
104517,1364,26,completed,1,6
104517,336,27,completed,0,6
104517,1366,28,completed,1,6
104517,1371,29,completed,1,6
104527,1152,30,pending,0,7
104527,1374,31,pending,1,7
104527,1376,32,pending,1,7
104527,1378,33,pending,1,7
104527,1379,34,pending,1,7
104527,1380,35,pending,1,8
104527,1383,36,pending,1,8
104527,975,37,pending,0,8
104527,150,38,pending,0,8
104527,371,39,pending,0,8
104528,750,30,pending,0,7
104528,523,31,pending,0,7
104528,134,32,pending,0,7
104528,834,33,pending,0,7
104528,464,34,pending,0,7
104528,548,35,pending,0,8
104528,630,36,pending,0,8
104528,851,37,pending,0,8
104528,375,38,pending,0,8
104528,165,39,pending,0,8
104527,419,15,completed,0,4
104527,1454,16,completed,0,4
104527,1291,5,completed,0,2
104527,250,6,completed,0,2
104527,1324,7,completed,1,2
104527,1320,8,completed,1,2
104527,1713,9,completed,0,2
104528,1316,5,completed,0,2
104528,209,6,completed,0,2
104528,1206,7,completed,0,2
104528,1590,8,completed,0,2
104528,223,9,completed,0,2
104527,1345,17,completed,1,4
104527,892,18,completed,0,4
104527,1346,19,completed,1,4
104528,1202,15,completed,0,4
104528,177,16,completed,0,4
104528,283,17,completed,0,4
104528,93,18,completed,0,4
104528,1413,19,completed,0,4
104527,1364,25,completed,1,6
104527,1365,26,completed,1,6
104527,1368,27,completed,1,6
104527,1370,28,completed,1,6
104527,1373,29,completed,1,6
104528,691,25,completed,0,6
104528,113,26,completed,0,6
104528,331,27,completed,0,6
104528,749,28,completed,0,6
104546,596,30,pending,0,7
104546,1240,31,pending,1,7
104546,1241,32,pending,1,7
104546,950,33,pending,0,7
104546,1531,34,pending,0,7
104546,1164,35,pending,1,8
104546,1168,36,pending,1,8
104546,1174,37,pending,1,8
104546,1177,38,pending,1,8
104546,1187,39,pending,1,8
104547,1311,30,pending,1,7
104547,1312,31,pending,1,7
104547,1313,32,pending,1,7
104547,1023,33,pending,0,7
104547,1232,34,pending,0,7
104547,443,35,pending,0,8
104547,1153,36,pending,0,8
104547,1539,37,pending,0,8
104547,463,38,pending,0,8
104547,637,39,pending,0,8
104546,764,5,completed,0,2
104546,1706,6,completed,0,2
104546,1107,7,completed,1,2
104546,26,8,completed,0,2
104546,1246,9,completed,1,2
104547,474,5,completed,0,2
104547,1282,6,completed,1,2
104547,1290,7,completed,1,2
104547,1283,8,completed,1,2
104547,1676,9,completed,0,2
104546,175,10,completed,0,3
104546,1284,11,completed,0,3
104546,46,20,completed,0,5
104546,1253,15,completed,1,4
104546,1104,16,completed,1,4
104546,1262,17,completed,1,4
104546,1263,18,completed,1,4
104546,494,19,completed,0,4
104547,1286,15,completed,1,4
104547,1326,16,completed,0,4
104547,1294,17,completed,1,4
104547,1475,18,completed,0,4
104546,1267,21,completed,1,5
104546,1270,22,completed,1,5
104546,1271,23,completed,1,5
104546,1224,24,completed,1,5
104546,1086,25,completed,0,6
104546,1132,26,completed,1,6
104546,1133,27,completed,1,6
104546,1237,28,completed,1,6
104546,745,29,completed,0,6
104551,1241,30,pending,1,7
104551,599,31,pending,0,7
104551,1145,32,pending,1,7
104551,1148,33,pending,1,7
104551,453,34,pending,0,7
104551,535,35,pending,0,8
104551,829,36,pending,0,8
104551,363,37,pending,0,8
104551,1181,38,pending,1,8
104551,638,39,pending,0,8
104551,1107,5,completed,1,2
104551,1322,6,completed,0,2
104551,1246,7,completed,1,2
104551,1251,8,completed,1,2
104551,1201,9,completed,1,2
104551,1254,15,completed,1,4
104551,661,16,completed,0,4
104551,1113,17,completed,1,4
104551,1072,18,completed,0,4
104551,1115,19,completed,1,4
104551,1226,25,completed,1,6
104551,1622,26,completed,0,6
104551,1228,27,completed,1,6
104551,1232,28,completed,1,6
104551,1141,29,completed,1,6
104561,1716,5,completed,0,2
104561,1482,6,completed,0,2
104561,1405,7,completed,0,2
104561,1533,30,pending,0,7
104561,1536,31,pending,0,7
104561,828,32,pending,0,7
104561,1386,33,pending,0,7
104561,980,34,pending,0,7
104561,151,35,pending,0,8
104561,847,36,pending,0,8
104561,372,37,pending,0,8
104561,849,38,pending,0,8
104561,374,39,pending,0,8
104561,1341,20,completed,0,5
104561,1420,21,completed,0,5
104561,794,22,completed,0,5
104561,1489,12,completed,0,3
104561,912,13,completed,0,3
104561,719,14,completed,0,3
104561,1295,15,completed,0,4
104561,411,16,completed,0,4
104561,884,17,completed,0,4
104561,283,18,completed,0,4
104561,1501,19,completed,0,4
104561,590,25,completed,0,6
104561,1357,26,completed,0,6
104561,944,27,completed,0,6
104561,694,28,completed,0,6
104561,336,29,completed,0,6
104578,1367,30,pending,1,7
104578,1370,31,pending,1,7
104578,445,32,pending,0,7
104578,1381,33,pending,1,7
104578,135,34,pending,0,7
104578,1382,35,pending,1,8
104578,1383,36,pending,1,8
104578,1386,37,pending,1,8
104578,978,38,pending,0,8
104578,847,39,pending,0,8
104582,323,30,pending,0,7
104582,1033,31,pending,0,7
104582,1637,32,pending,0,7
104582,525,33,pending,0,7
104582,1148,34,pending,0,7
104582,607,35,pending,0,8
104578,1330,5,completed,1,2
104578,1323,6,completed,1,2
104578,1283,7,completed,0,2
104578,237,8,completed,0,2
104578,1717,9,completed,0,2
104582,868,5,completed,0,2
104582,63,6,completed,0,2
104582,267,7,completed,0,2
104582,182,8,completed,0,2
104578,1490,15,completed,0,4
104578,1335,16,completed,1,4
104578,1337,17,completed,1,4
104578,924,18,completed,0,4
104578,1341,19,completed,1,4
104582,246,15,completed,0,4
104578,1237,25,completed,0,6
104578,1361,26,completed,1,6
104578,1364,27,completed,1,6
104578,1365,28,completed,1,6
104578,1366,29,completed,1,6
104582,1537,36,pending,0,8
104582,1653,37,pending,0,8
104582,365,38,pending,0,8
104582,633,39,pending,0,8
104590,121,30,pending,0,7
104590,1530,31,pending,0,7
104590,607,32,pending,0,7
104590,759,33,pending,0,7
104590,533,34,pending,0,7
104590,963,35,pending,0,8
104590,1660,36,pending,0,8
104590,975,37,pending,0,8
104590,156,38,pending,0,8
104590,1575,39,pending,0,8
104590,391,5,completed,0,2
104590,563,6,completed,0,2
104590,403,7,completed,0,2
104590,1199,8,completed,0,2
104590,287,9,completed,0,2
104590,1284,15,completed,0,4
104590,905,16,completed,0,4
104590,1400,17,completed,0,4
104590,89,18,completed,0,4
104590,1445,19,completed,0,4
104590,1517,25,completed,0,6
104590,1520,26,completed,0,6
104590,1139,27,completed,0,6
104590,522,28,completed,0,6
104590,336,29,completed,0,6
104597,1644,30,pending,0,7
104597,448,31,pending,0,7
104597,452,32,pending,0,7
104597,1156,33,pending,0,7
104597,1653,34,pending,0,7
104597,543,35,pending,0,8
104597,547,36,pending,0,8
104597,975,37,pending,0,8
104597,369,38,pending,0,8
104597,855,39,pending,0,8
104597,1709,5,completed,0,2
104597,55,6,completed,0,2
104597,287,7,completed,0,2
104597,1679,8,completed,0,2
104597,1675,9,completed,0,2
104597,1064,15,completed,0,4
104597,1336,16,completed,0,4
104597,1219,17,completed,0,4
104597,1015,18,completed,0,4
104597,1421,19,completed,0,4
104597,1526,25,completed,0,6
104607,1138,30,pending,1,7
104607,1142,31,pending,1,7
104607,1535,32,pending,0,7
104607,832,33,pending,0,7
104607,1169,34,pending,1,7
104607,1555,35,pending,0,8
104607,1170,36,pending,1,8
104607,1172,37,pending,1,8
104607,1177,38,pending,1,8
104607,1181,39,pending,1,8
104607,1225,25,completed,1,6
104607,1130,26,completed,1,6
104607,690,27,completed,0,6
104607,1249,5,completed,1,2
104607,1199,6,completed,1,2
104607,300,7,completed,0,2
104607,218,8,completed,0,2
104607,1196,9,completed,1,2
104607,1237,28,completed,1,6
104607,595,29,completed,0,6
104607,1592,10,completed,0,3
104607,11,11,completed,0,3
104607,1253,12,completed,1,3
104607,1400,13,completed,0,3
104607,1104,14,completed,1,3
104607,1204,15,completed,1,4
104607,1113,16,completed,1,4
104607,45,17,completed,0,4
104607,1215,18,completed,1,4
104607,1299,19,completed,0,4
104620,448,30,pending,0,7
104620,1152,31,pending,1,7
104620,1650,32,pending,0,7
104620,1656,33,pending,0,7
104620,463,34,pending,0,7
104620,468,35,pending,0,8
104620,1172,36,pending,1,8
104620,1180,37,pending,1,8
104620,1183,38,pending,1,8
104620,1189,39,pending,1,8
104626,1367,30,pending,0,7
104626,122,31,pending,0,7
104626,963,32,pending,0,7
104626,615,33,pending,0,7
104626,839,34,pending,0,7
104626,148,35,pending,0,8
104626,370,36,pending,0,8
104626,645,37,pending,0,8
104626,1190,38,pending,0,8
104626,1576,39,pending,0,8
105473,1345,20,pending,1,5
104620,1200,5,completed,1,2
104620,1246,6,completed,1,2
104620,1196,7,completed,1,2
104620,73,8,completed,0,2
104620,1202,9,completed,1,2
104626,701,5,completed,0,2
104626,392,6,completed,0,2
104626,1329,7,completed,0,2
104626,37,8,completed,0,2
104626,30,9,completed,0,2
105473,170,5,completed,0,2
105473,268,6,completed,0,2
105473,1319,7,completed,1,2
105473,1331,8,completed,1,2
105473,1320,9,completed,1,2
104620,1120,15,completed,1,4
104620,1271,16,completed,1,4
104620,580,17,completed,0,4
104620,1123,18,completed,1,4
104620,1223,19,completed,1,4
104626,304,15,completed,0,4
104626,491,16,completed,0,4
104626,81,17,completed,0,4
104626,570,18,completed,0,4
105473,1325,10,completed,1,3
105473,1333,11,completed,1,3
105473,1261,12,completed,0,3
105473,1335,13,completed,1,3
105473,1336,14,completed,1,3
105473,1337,15,completed,1,4
105473,1414,16,completed,0,4
105473,1341,17,completed,1,4
105473,1343,18,completed,1,4
105473,1122,19,completed,0,4
105473,1226,21,pending,0,5
105473,1353,22,pending,1,5
105473,1354,23,pending,1,5
105473,1356,24,pending,1,5
105473,691,25,pending,0,6
105473,517,26,pending,0,6
105473,1361,27,pending,1,6
105473,1366,28,pending,1,6
105473,1368,29,pending,1,6
105473,1369,30,pending,1,7
105473,1371,31,pending,1,7
105473,1372,32,pending,1,7
105473,127,33,pending,0,7
105473,1374,34,pending,1,7
105473,1380,35,pending,1,8
105473,618,36,pending,0,8
105473,1386,37,pending,1,8
105473,1660,38,pending,0,8
105473,1573,39,pending,0,8
104637,1312,30,pending,1,7
104637,1313,31,pending,1,7
104637,430,32,pending,0,7
104637,437,33,pending,0,7
104637,1537,34,pending,0,7
104637,1650,35,pending,0,8
104637,350,36,pending,0,8
104637,981,37,pending,0,8
104637,154,38,pending,0,8
104637,1185,39,pending,0,8
104637,1281,5,completed,1,2
104637,1277,6,completed,1,2
104637,1492,7,completed,0,2
104637,1107,8,completed,0,2
104637,1282,9,completed,1,2
104641,1458,5,completed,0,2
104641,1289,6,completed,1,2
104641,1396,7,completed,0,2
104641,1282,8,completed,1,2
104637,1284,15,completed,1,4
104637,1280,16,completed,1,4
104637,1292,17,completed,1,4
104637,1285,18,completed,1,4
104637,1293,19,completed,1,4
104641,1292,15,completed,1,4
104641,1285,16,completed,1,4
104641,232,17,completed,0,4
104637,1302,25,completed,1,6
104637,1305,26,completed,1,6
104637,1307,27,completed,1,6
104637,1309,28,completed,1,6
104637,1310,29,completed,1,6
104641,506,30,pending,0,7
104641,1309,31,pending,1,7
104641,1311,32,pending,1,7
104641,1312,33,pending,1,7
104641,588,34,pending,0,7
104641,1553,35,pending,0,8
104641,361,36,pending,0,8
104641,635,37,pending,0,8
104641,375,38,pending,0,8
104641,162,39,pending,0,8
104645,1311,30,pending,0,7
104645,1233,31,pending,0,7
104645,517,32,pending,0,7
104645,596,33,pending,0,7
104645,748,34,pending,0,7
104645,1142,35,pending,0,8
104645,816,36,pending,0,8
104645,1148,37,pending,0,8
104645,449,38,pending,0,8
104645,975,39,pending,0,8
104645,168,5,completed,0,2
104645,1479,6,completed,0,2
104645,228,7,completed,0,2
104645,657,8,completed,0,2
104641,1305,28,completed,1,6
104641,1307,29,completed,1,6
104645,1341,25,completed,0,6
104647,1313,30,pending,1,7
104647,938,31,pending,0,7
104647,1517,32,pending,0,7
104647,748,33,pending,0,7
104647,528,34,pending,0,7
104647,531,35,pending,0,8
104647,357,36,pending,0,8
104647,466,37,pending,0,8
104647,1668,38,pending,0,8
104647,164,39,pending,0,8
104647,703,5,completed,0,2
104647,1283,6,completed,1,2
104647,1279,7,completed,1,2
104647,1291,8,completed,1,2
104647,1280,9,completed,1,2
104647,670,15,completed,0,4
104647,1296,16,completed,1,4
104647,1300,17,completed,1,4
104647,1301,18,completed,1,4
104647,1010,19,completed,0,4
104647,1307,25,completed,1,6
104647,583,26,completed,0,6
104654,1311,30,pending,1,7
104654,1312,31,pending,1,7
104654,1313,32,pending,1,7
104654,1636,33,pending,0,7
104654,759,34,pending,0,7
104654,133,35,pending,0,8
104654,145,36,pending,0,8
104654,1665,37,pending,0,8
104654,152,38,pending,0,8
104654,380,39,pending,0,8
104657,741,30,pending,0,7
104657,1633,31,pending,0,7
104657,1634,32,pending,0,7
104657,964,33,pending,0,7
104657,826,34,pending,0,7
104657,617,35,pending,0,8
104657,137,36,pending,0,8
104657,832,37,pending,0,8
104657,1660,38,pending,0,8
104657,1569,39,pending,0,8
104654,1686,5,completed,0,2
104654,1282,6,completed,1,2
104654,9,7,completed,0,2
104654,64,8,completed,0,2
104654,1688,9,completed,0,2
104657,62,5,completed,0,2
104657,875,6,completed,0,2
104657,768,7,completed,0,2
104657,29,8,completed,0,2
104657,1249,9,completed,0,2
104654,1293,15,completed,1,4
104654,1286,16,completed,1,4
104654,1294,17,completed,1,4
104654,1287,18,completed,1,4
104671,914,5,completed,0,2
104671,1339,15,completed,1,4
104671,924,16,completed,0,4
104671,1450,17,completed,0,4
104671,1341,18,completed,1,4
104671,1366,30,pending,1,7
104671,444,31,pending,0,7
104671,1533,32,pending,0,7
104671,1371,33,pending,1,7
104671,448,34,pending,0,7
104671,1377,35,pending,1,8
104671,1380,36,pending,1,8
104671,1386,37,pending,1,8
104671,972,38,pending,0,8
104671,860,39,pending,0,8
104672,682,30,pending,0,7
104672,1310,31,pending,1,7
104672,1311,32,pending,1,7
104672,1313,33,pending,1,7
104672,1537,34,pending,0,7
104672,133,35,pending,0,8
104672,1157,36,pending,0,8
104672,1168,37,pending,0,8
104672,362,38,pending,0,8
104672,1180,39,pending,0,8
104671,1345,20,completed,1,5
104672,1283,5,completed,1,2
104672,1279,6,completed,1,2
104672,1197,7,completed,0,2
104672,15,8,completed,0,2
104672,1292,9,completed,1,2
104671,421,21,completed,0,5
104672,66,10,completed,0,3
104672,1285,11,completed,1,3
104672,1293,12,completed,1,3
104672,1286,13,completed,1,3
104672,1287,15,completed,1,4
104672,1064,16,completed,0,4
104672,1205,17,completed,0,4
104672,1295,18,completed,1,4
104672,1296,19,completed,1,4
104671,434,25,completed,0,6
104671,437,26,completed,0,6
104671,438,27,completed,0,6
104671,1363,28,completed,1,6
104671,1365,29,completed,1,6
104672,1453,25,completed,0,6
104672,1305,26,completed,1,6
104672,1306,27,completed,1,6
104672,100,28,completed,0,6
104672,1307,29,completed,1,6
104690,1422,30,pending,1,7
104690,1230,31,pending,0,7
104690,939,32,pending,0,7
104690,697,33,pending,0,7
104690,811,34,pending,0,7
104690,336,35,pending,0,8
104690,547,36,pending,0,8
104690,1564,37,pending,0,8
104690,849,38,pending,0,8
104690,853,39,pending,0,8
104690,1400,15,completed,1,4
104690,1408,16,completed,1,4
104690,1395,5,completed,1,2
104690,1249,6,completed,0,2
104690,1391,7,completed,1,2
104690,1403,8,completed,1,2
104690,1438,9,completed,0,2
104690,1396,10,completed,1,3
104690,72,11,completed,0,3
104690,1409,17,completed,1,4
104690,1410,18,completed,1,4
104690,1411,19,completed,1,4
104690,1412,20,completed,1,5
104690,1413,21,completed,1,5
104690,1414,22,completed,1,5
104690,1504,23,completed,0,5
104690,1415,24,completed,1,5
104690,1416,25,completed,1,6
104690,1417,26,completed,1,6
104690,1418,27,completed,1,6
104690,1082,28,completed,0,6
104690,1420,29,completed,1,6
104699,1417,30,pending,1,7
104699,1420,31,pending,1,7
104699,1421,32,pending,1,7
104699,1422,33,pending,1,7
104699,1309,34,pending,0,7
104699,1626,35,pending,0,8
104699,594,36,pending,0,8
104699,817,37,pending,0,8
104699,1659,38,pending,0,8
104699,845,39,pending,0,8
106402,1396,10,pending,1,3
106402,1392,11,pending,1,3
106402,1404,12,pending,1,3
106402,665,13,pending,0,3
104699,1394,15,completed,1,4
104699,1098,16,completed,0,4
104699,1396,5,completed,1,2
104699,1392,6,completed,1,2
104699,1404,7,completed,1,2
104699,1101,8,completed,0,2
104699,1716,9,completed,0,2
104699,1406,17,completed,1,4
104699,1399,18,completed,1,4
104699,1407,19,completed,1,4
104699,1104,20,completed,0,5
104699,1400,21,completed,1,5
104699,18,22,completed,0,5
104699,1401,23,completed,1,5
104699,1409,24,completed,1,5
106402,1395,5,completed,1,2
106402,656,6,completed,0,2
106402,1391,7,completed,1,2
106402,1403,8,completed,1,2
106402,1066,9,completed,0,2
104699,1609,25,completed,0,6
104699,1410,26,completed,1,6
104699,1411,27,completed,1,6
104699,1413,28,completed,1,6
104699,1414,29,completed,1,6
106402,1393,14,pending,1,3
106402,704,15,pending,0,4
106402,1405,16,pending,1,4
106402,1398,17,pending,1,4
106402,1394,18,pending,1,4
106402,74,19,pending,0,4
104706,1367,30,pending,1,7
104706,1370,31,pending,1,7
104706,1372,32,pending,1,7
104706,1373,33,pending,1,7
104706,1152,34,pending,0,7
104706,1375,35,pending,1,8
104706,1379,36,pending,1,8
104706,1380,37,pending,1,8
104706,1381,38,pending,1,8
104706,140,39,pending,0,8
106402,1399,20,pending,1,5
106402,1400,21,pending,1,5
106402,1408,22,pending,1,5
106402,1409,23,pending,1,5
106402,90,24,pending,0,5
106402,1297,25,pending,0,6
106402,1412,26,pending,1,6
106402,573,27,pending,0,6
106402,1413,28,pending,1,6
106402,674,29,pending,0,6
106402,1414,30,pending,1,7
106402,1415,31,pending,1,7
106402,1416,32,pending,1,7
106402,1012,33,pending,0,7
106402,682,34,pending,0,7
106402,1422,35,pending,1,8
106402,1637,36,pending,0,8
104706,866,5,completed,0,2
104706,1291,6,completed,0,2
104706,1324,7,completed,1,2
104706,32,8,completed,0,2
104706,659,9,completed,0,2
104708,1392,5,completed,1,2
104708,1404,6,completed,1,2
104708,1393,7,completed,1,2
104708,1405,8,completed,1,2
104706,1713,10,completed,0,3
104706,1327,15,completed,1,4
104706,1339,16,completed,1,4
104706,1341,17,completed,1,4
104706,731,18,completed,0,4
104706,1347,19,completed,1,4
104706,1360,25,completed,1,6
104706,1523,26,completed,0,6
104706,1361,27,completed,1,6
104706,1364,28,completed,1,6
104706,1366,29,completed,1,6
104708,1416,25,completed,1,6
104708,313,26,completed,0,6
104708,1421,30,pending,1,7
104708,1422,31,pending,1,7
104708,432,32,pending,0,7
104708,743,33,pending,0,7
104708,517,34,pending,0,7
104708,610,35,pending,0,8
104708,535,36,pending,0,8
104708,830,37,pending,0,8
104708,844,38,pending,0,8
104708,1569,39,pending,0,8
106402,443,37,pending,0,8
106402,757,38,pending,0,8
106402,351,39,pending,0,8
104708,98,28,completed,0,6
104708,1420,29,completed,1,6
104724,1416,30,pending,1,7
104724,1418,31,pending,1,7
104724,1420,32,pending,1,7
104724,797,33,pending,0,7
104724,326,34,pending,0,7
104724,516,35,pending,0,8
104724,1240,36,pending,0,8
104724,1373,37,pending,0,8
104724,134,38,pending,0,8
104724,982,39,pending,0,8
104724,1265,25,completed,0,6
104724,1407,15,completed,1,4
104724,1063,16,completed,0,4
104724,1403,5,completed,1,2
104724,1396,6,completed,1,2
104724,1392,7,completed,1,2
104724,57,8,completed,0,2
104724,1393,9,completed,1,2
104724,17,17,completed,0,4
104724,1400,18,completed,1,4
104724,1398,10,completed,1,3
104724,1394,11,completed,1,3
104724,1406,12,completed,1,3
104724,780,13,completed,0,3
104724,1408,19,completed,1,4
104724,1413,26,completed,1,6
104724,1077,27,completed,0,6
104724,1414,28,completed,1,6
104724,1415,29,completed,1,6
106407,1104,10,pending,1,3
106407,1196,5,completed,1,2
106407,1060,6,completed,0,2
106407,1465,7,completed,0,2
106407,1259,8,completed,1,2
106407,1677,9,completed,0,2
106407,1254,11,pending,1,3
106407,1112,12,pending,1,3
106407,1490,13,pending,0,3
106407,1335,14,pending,0,3
106407,1263,15,pending,1,4
106407,1117,16,pending,1,4
106407,1271,17,pending,1,4
106407,1082,18,pending,0,4
106407,1273,19,pending,1,4
106407,1224,20,pending,1,5
106407,1130,21,pending,1,5
106407,1232,22,pending,1,5
106407,803,23,pending,0,5
106407,942,24,pending,0,5
106407,1236,25,pending,1,6
104733,1310,30,pending,1,7
104733,1311,31,pending,1,7
104733,1312,32,pending,1,7
104733,1313,33,pending,1,7
104733,1360,34,pending,0,7
104733,947,35,pending,0,8
104733,443,36,pending,0,8
104733,464,37,pending,0,8
104733,1573,38,pending,0,8
104733,380,39,pending,0,8
104733,1282,5,completed,1,2
104733,1290,6,completed,1,2
104733,1283,7,completed,1,2
104733,1279,8,completed,1,2
104733,1286,15,completed,1,4
104733,1489,16,completed,0,4
104733,1294,17,completed,1,4
104733,1443,18,completed,0,4
104733,1302,25,completed,1,6
104733,1304,26,completed,1,6
104733,1306,27,completed,1,6
106407,1137,26,pending,1,6
106407,1523,27,pending,0,6
106407,1238,28,pending,1,6
106407,1638,29,pending,0,6
106407,1372,30,pending,0,7
106407,1152,31,pending,1,7
106407,1159,32,pending,1,7
106407,540,33,pending,0,7
106407,1161,34,pending,1,7
106407,1168,35,pending,1,8
106407,1171,36,pending,1,8
106407,364,37,pending,0,8
106407,1174,38,pending,1,8
106407,1179,39,pending,1,8
104740,1281,5,completed,1,2
104740,1422,30,pending,0,7
104740,1309,31,pending,1,7
104740,1310,32,pending,1,7
104740,1312,33,pending,1,7
104740,1313,34,pending,1,7
104740,805,35,pending,0,8
104740,1369,36,pending,0,8
104740,355,37,pending,0,8
104740,1187,38,pending,0,8
104740,1574,39,pending,0,8
104743,1240,30,pending,1,7
104743,1142,31,pending,1,7
104743,1367,32,pending,0,7
104743,1152,33,pending,1,7
104743,1162,34,pending,1,7
104743,1163,35,pending,1,8
104743,1166,36,pending,1,8
104743,1171,37,pending,1,8
104743,1181,38,pending,1,8
104743,1187,39,pending,1,8
104743,768,5,completed,0,2
